"Protein_A","Protein_B","Abd_A","Abd_B","Colony_Size"
"SSE2","ARO8",194,343,21133
"SSE2","CYS4",194,734,24976
"SSE2","RNR1",194,120,29380
"SSF1","NHP2","51.7",337,22977
"SSH1","ERV29","100.0","49.8",23903
"SSH1","PHO88","100.0",404,56587
"SSH1","SRP14","100.0","90.1",34338
"SSH1","ALG5","100.0","7.13",22203
"SSH1","ORM2","100.0","28.2",21187
"SSH1","PPZ1","100.0","47.0",21719
"SSH1","ERP1","100.0",122,20703
"SSH1","ERV25","100.0","88.8",45212
"SSH1","GAP1","100.0","11.9",31092
"SSH1","PHO84","100.0",149,36731
"SSH1","RTN1","100.0",542,34787
"SSH1","CHO1","100.0","37.3",35404
"SSH1","ERG1","100.0","90.2",22022
"SSH1","AGP1","100.0","10.6",97714
"SSH1","OST1","100.0","52.8",69440
"SSH1","SAC1","100.0",137,52717
"SSH1","SPF1","100.0",108,70624
"SSH1","ERP2","100.0",155,38101
"SSH1","UBP1","100.0","44.6",20599
"SSK1","YPD1","8.65","99.6",45742
"SSK1","SSK2","8.65","4.42",43194
"SSK2","URE2","4.42","27.6",22408
"SSK2","RAM1","4.42","7.21",21176
"SSK2","SSK1","4.42","8.65",28905
"SSK22","ELM1","1.27",537,23499
"SSK22","URE2","1.27","27.6",24025
"SSK22","YHR078W","1.27",109,22450
"SSL2","ARC40","3.18","78.7",33257
"SSL2","SEC27","3.18",151,30414
"SSL2","BNA3","3.18","69.6",23238
"SSL2","HSP31","3.18",185,22266
"SSL2","PEX11","3.18","64.6",21725
"SSL2","ALO1","3.18",104,37398
"SSL2","INO1","3.18",108,25388
"SSL2","VMA8","3.18",122,20979
"SSL2","GAD1","3.18","69.5",20462
"SSL2","PGM2","3.18",289,25342
"SSL2","STF2","3.18",191,30340
"SSL2","ADE16","3.18",187,29559
"SSL2","YLR257W","3.18",141,21211
"SSL2","PTP1","3.18","15.3",22465
"SSL2","MYO5","3.18","45.1",22171
"SSL2","ARO8","3.18",343,41337
"SSL2","GLN1","3.18",430,57455
"SSL2","VAS1","3.18",324,36091
"SSL2","VMA4","3.18",907,41880
"SSL2","IPP1","3.18",1633,58955
"SSL2","CAR2","3.18",308,24055
"SSL2","CYS4","3.18",734,20786
"SSL2","RNR1","3.18",120,23107
"SSL2","RNR2","3.18",352,65038
"SSL2","UBA1","3.18",284,24520
"SSM4","ECM4","10.3","21.9",25765
"SSN3","URE2","11.0","27.6",20012
"SSN3","RPB5","11.0",173,20272
"SSP120","MGM1","47.5","22.5",27186
"STB5","SWI4","1.4","7.11",24268
"STB5","ECM4","1.4","21.9",20370
"STE11","URE2","15.3","27.6",23736
"STE12","NNF1","38.9","9.48",21533
"STE12","MCH5","38.9",147,22034
"STE12","UTP5","38.9","26.6",24715
"STE12","ZRT3","38.9","20.7",21129
"STE12","RPA49","38.9",118,23045
"STE12","YHR078W","38.9",109,20654
"STE20","TUS1","35.0",817,20915
"STE20","SPO12","35.0","1.12",20123
"STE20","SAM50","35.0","13.5",20474
"STE23","STE23","31.2","31.2",22650
"STE24","PHO88","44.5",404,29853
"STE24","PPZ1","44.5","47.0",26956
"STE24","ERG11","44.5",133,65779
"STE24","NCP1","44.5",159,23090
"STE24","ERP1","44.5",122,21659
"STE24","PHO84","44.5",149,34898
"STE24","SEC63","44.5",100,33890
"STE24","RTN1","44.5",542,70601
"STE24","YET1","44.5","76.4",28956
"STE24","CHO1","44.5","37.3",64758
"STE24","AGP1","44.5","10.6",74559
"STE24","OST1","44.5","52.8",41752
"STE24","SAC1","44.5",137,59834
"STE24","SPF1","44.5",108,94988
"STE7","SNO4","28.6","12.2",23791
"STI1","SIS1",707,591,22141
"STI1","ADE6",707,230,20812
"STI1","DEF1",707,463,22796
"STI1","SGT1",707,"27.6",30663
"STI1","STI1",707,707,44731
"STI1","URA2",707,333,45927
"STI1","CHC1",707,178,38220
"STI1","ARO8",707,343,41047
"STI1","GLN1",707,430,34964
"STI1","VAS1",707,324,33498
"STI1","OYE2",707,647,34362
"STI1","CAR2",707,308,20654
"STI1","CYS4",707,734,46505
"STI1","RNR1",707,120,65476
"STO1","CBC2","37.7","26.6",61815
"STO1","ECM4","37.7","21.9",25978
"STO1","DBP5","37.7",156,27540
"STP2","PEX11","2.22","64.6",22361
"STP2","RIM1","2.22",351,20470
"STP2","ECM4","2.22","21.9",23676
"STP2","DBP5","2.22",156,23963
"STT4","BCY1","7.63",149,20712
"STT4","MTD1","7.63",145,21761
"STU1","NUF2","3.44","7.77",30641
"STU1","NCS6","3.44","8.46",20311
"STU2","PRE7","15.7",162,21118
"STU2","STU2","15.7","15.7",54312
"STV1","VMA13","7.67",207,25281
"SUA7","CAT2","32.1","70.6",20835
"SUA7","PEX29","32.1","19.4",22545
"SUA7","RIM1","32.1",351,20984
"SUA7","SSE2","32.1",194,21420
"SUA7","RPB5","32.1",173,27469
"SUA7","TAF2","32.1","8.01",20290
"SUA7","ECM4","32.1","21.9",26027
"SUA7","DBP5","32.1",156,21839
"SUC2","MOB2","24.7","40.0",21586
"SUC2","SAM50","24.7","13.5",24599
"SUC2","DBP5","24.7",156,22335
"SUR1","RET2","5.69",125,63270
"SUR1","SEC26","5.69",105,47020
"SUR1","SPF1","5.69",108,26310
"SUR2","PHO88","26.1",404,24354
"SUR2","SRP14","26.1","90.1",20767
"SUR2","ORM2","26.1","28.2",23992
"SUR2","PPZ1","26.1","47.0",25758
"SUR2","ERG11","26.1",133,67090
"SUR2","SHR3","26.1","35.7",31040
"SUR2","ERP1","26.1",122,32017
"SUR2","ERV25","26.1","88.8",38306
"SUR2","GAP1","26.1","11.9",131603
"SUR2","VRG4","26.1","11.8",45256
"SUR2","HXT7","26.1",124,28642
"SUR2","PMR1","26.1","35.7",22165
"SUR2","PHO84","26.1",149,47670
"SUR2","RTN1","26.1",542,51304
"SUR2","YET1","26.1","76.4",32761
"SUR2","CHO1","26.1","37.3",81487
"SUR2","GRX2","26.1",437,23521
"SUR2","AGP1","26.1","10.6",113881
"SUR2","OST1","26.1","52.8",101773
"SUR2","SAC1","26.1",137,74021
"SUR2","CAN1","26.1","4.97",27355
"SUR2","SPF1","26.1",108,101501
"SUR2","ERP2","26.1",155,25608
"SUR2","UBP1","26.1","44.6",39677
"SUS1","YOR296W",1353,377,33773
"SUS1","ECM4",1353,"21.9",22320
"SUT2","TAF2","1.3","8.01",20798
"SVF1","PEX29",104,"19.4",23026
"SVL3","HXT7","49.5",124,29551
"SWA2","UBP6","21.1",126,20393
"SWA2","CHC1","21.1",178,31257
"SWA2","ENT3","21.1",179,20220
"SWA2","MGM1","21.1","22.5",23351
"SWH1","VAC8","22.2","76.0",31886
"SWH1","SWH1","22.2","22.2",61445
"SWH1","GAP1","22.2","11.9",29225
"SWH1","PHO84","22.2",149,20263
"SWH1","AGP1","22.2","10.6",53194
"SWH1","OST1","22.2","52.8",23909
"SWI6","WHI5","33.6","25.3",20635
"SWP1","YCR043C","57.5","15.1",35719
"SWP1","HNM1","57.5","19.7",25888
"SWP1","GTT1","57.5",112,40853
"SWP1","FET3","57.5","84.7",24148
"SWP1","ILM1","57.5","33.0",44379
"SWP1","PHO88","57.5",404,73842
"SWP1","MSC7","57.5","63.9",62271
"SWP1","SEC61","57.5","72.4",59788
"SWP1","ALG5","57.5","7.13",24366
"SWP1","SSH1","57.5","100.0",66124
"SWP1","ORM2","57.5","28.2",60263
"SWP1","PPZ1","57.5","47.0",51726
"SWP1","AYR1","57.5","92.3",28520
"SWP1","SIS2","57.5","34.1",27781
"SWP1","CPT1","57.5","28.5",33091
"SWP1","ERG11","57.5",133,82124
"SWP1","ERG5","57.5","35.1",20588
"SWP1","YDC1","57.5","10.1",38366
"SWP1","UIP4","57.5","17.6",27508
"SWP1","YNL190W","57.5",835,21477
"SWP1","ARF1","57.5",797,23424
"SWP1","CCW12","57.5","37.4",42108
"SWP1","DCW1","57.5","6.53",25341
"SWP1","BAP2","57.5","32.1",21681
"SWP1","CPR4","57.5","5.84",25264
"SWP1","RER2","57.5","9.4",37269
"SWP1","SHR3","57.5","35.7",31739
"SWP1","DIP5","57.5","10.7",40695
"SWP1","ERP1","57.5",122,48405
"SWP1","SPC2","57.5","36.4",25047
"SWP1","ERP4","57.5","37.9",20075
"SWP1","ERV25","57.5","88.8",33552
"SWP1","GAP1","57.5","11.9",126369
"SWP1","VRG4","57.5","11.8",47822
"SWP1","GNP1","57.5","46.7",50950
"SWP1","GSF2","57.5",115,48943
"SWP1","HXT3","57.5",142,29091
"SWP1","HXT7","57.5",124,39682
"SWP1","PHS1","57.5","4.96",32243
"SWP1","PMR1","57.5","35.7",46215
"SWP1","YDR476C","57.5","28.7",20592
"SWP1","SAM3","57.5","17.1",39487
"SWP1","YDR524C-B","57.5",659,40212
"SWP1","PHO84","57.5",149,66158
"SWP1","SEC63","57.5",100,38139
"SWP1","IST2","57.5",136,44260
"SWP1","RTN1","57.5",542,52279
"SWP1","ORM1","57.5","23.4",46368
"SWP1","TNA1","57.5","4.01",43857
"SWP1","YET1","57.5","76.4",45063
"SWP1","CHO1","57.5","37.3",87304
"SWP1","ELO1","57.5","5.1",24246
"SWP1","ERG1","57.5","90.2",51015
"SWP1","GRX2","57.5",437,27828
"SWP1","AGP1","57.5","10.6",131313
"SWP1","CRP1","57.5",278,55067
"SWP1","OST1","57.5","52.8",108526
"SWP1","SAC1","57.5",137,64705
"SWP1","CAN1","57.5","4.97",101502
"SWP1","SPF1","57.5",108,72015
"SWP1","ERP2","57.5",155,24639
"SWP1","ROT1","57.5","11.0",30523
"SWP1","PGA3","57.5","96.2",25139
"SWP1","UBP1","57.5","44.6",45278
"SWR1","MSH2",923,"13.7",23789
"SWR1","PWP1",923,103,20119
"SWR1","ALG5",923,"7.13",21148
"SWR1","ECM4",923,"21.9",20541
"SYF1","ECM4","1.73","21.9",27502
"SYF2","ECM4","20.9","21.9",22687
"SYG1","FTH1","5.88","9.96",29659
"SYG1","SYG1","5.88","5.88",32450
"SYP1","ARC40","62.6","78.7",21835
"SYP1","WSC2","62.6","1.68",35893
"SYP1","HNM1","62.6","19.7",29662
"SYP1","VRP1","62.6","69.8",28329
"SYP1","YAP1801","62.6","9.77",22828
"SYP1","MID2","62.6","7.82",79946
"SYP1","MUP1","62.6","16.2",20019
"SYP1","SHS1","62.6","63.0",35021
"SYP1","PDR12","62.6","14.2",40001
"SYP1","CDC11","62.6","53.9",30199
"SYP1","LAS17","62.6","19.4",34290
"SYP1","SFK1","62.6","7.29",34585
"SYP1","LSB3","62.6","72.8",25912
"SYP1","PST2","62.6",549,32871
"SYP1","RTN2","62.6","95.8",20042
"SYP1","PPZ1","62.6","47.0",21742
"SYP1","SYP1","62.6","62.6",102066
"SYP1","FLC2","62.6","15.8",33438
"SYP1","GPA2","62.6","23.4",26186
"SYP1","FLC1","62.6","6.34",45151
"SYP1","YGR130C","62.6",117,53863
"SYP1","ENT2","62.6",106,23404
"SYP1","DNF1","62.6","14.5",32410
"SYP1","MYO5","62.6","45.1",28279
"SYP1","CYS4","62.6",734,20842
"SYP1","RNR1","62.6",120,24129
"SYP1","HXT7","62.6",124,21973
"SYP1","RTN1","62.6",542,66216
"TAD3","RPB5","2.55",173,20272
"TAD3","ECM4","2.55","21.9",24007
"TAF13","PDE2","88.4","10.7",22269
"TAF13","PWP1","88.4",103,20242
"TAF13","APQ12","88.4","11.9",23206
"TAF13","NPR1","88.4","61.1",20739
"TAF13","MGM1","88.4","22.5",23285
"TAF13","ECM4","88.4","21.9",23754
"TAF14","TAF13","93.4","88.4",25014
"TAF14","JNM1","93.4","2.33",23808
"TAF14","MCX1","93.4","21.8",32112
"TAF14","RIM1","93.4",351,20852
"TAF14","PRE7","93.4",162,26032
"TAF14","IDI1","93.4",187,23429
"TAF14","STE2","93.4","24.4",20366
"TAF14","RPB5","93.4",173,37431
"TAF14","YHR078W","93.4",109,27581
"TAF14","LSM1","93.4",1066,28371
"TAF14","MGM1","93.4","22.5",25432
"TAF14","ECM4","93.4","21.9",23582
"TAF14","UBA1","93.4",284,20275
"TAF4","ICL2",294,"50.4",20182
"TAF4","STM1",294,2438,20694
"TAF4","LSM1",294,1066,30453
"TAF4","ECM4",294,"21.9",30210
"TAF4","DBP5",294,156,20498
"TAF6","ADH4",807,"73.9",21169
"TAF6","IDI1",807,187,24652
"TAF6","YHR078W",807,109,23940
"TAF6","LSM1",807,1066,22129
"TAF6","MGM1",807,"22.5",22167
"TAF7","LSM1",212,1066,24112
"TAF8","PRY2","11.3","10.5",20491
"TAF8","LSM1","11.3",1066,25668
"TAF8","ECM4","11.3","21.9",22515
"TAH1","RVB1","25.7",137,20099
"TAH18","DRE2","8.3","78.0",43558
"TAL1","KAP95",907,164,30004
"TAL1","ARO8",907,343,22204
"TAL1","RNR1",907,120,21010
"TCB1","TCB3","57.7","87.3",27206
"TCB3","WSC2","87.3","1.68",23483
"TCB3","HNM1","87.3","19.7",58628
"TCB3","HXT1","87.3","46.7",43944
"TCB3","HXT2","87.3","40.3",27107
"TCB3","HXT5","87.3","26.3",26753
"TCB3","MEP1","87.3","1.25",29424
"TCB3","MEP3","87.3","1.34",21866
"TCB3","MID2","87.3","7.82",60711
"TCB3","MUP1","87.3","16.2",68390
"TCB3","PDR12","87.3","14.2",78259
"TCB3","SFK1","87.3","7.29",53815
"TCB3","HSP30","87.3","64.3",23609
"TCB3","RSN1","87.3","25.7",33133
"TCB3","TPO2","87.3","30.3",33266
"TCB3","TPO3","87.3","25.7",31697
"TCB3","TPO4","87.3","14.4",42533
"TCB3","SNQ2","87.3","26.3",26734
"TCB3","TPO1","87.3","8.4",30127
"TCB3","TCB2","87.3","27.2",22829
"TCB3","TCB3","87.3","87.3",82320
"TCB3","YOR1","87.3","8.37",21501
"TCB3","YBL029C-A","87.3","39.5",40221
"TCB3","YLR326W","87.3","12.2",30968
"TCB3","FLC1","87.3","6.34",35019
"TCB3","RFS1","87.3",125,28442
"TCB3","DIP5","87.3","10.7",25681
"TCB3","HXT3","87.3",142,44270
"TCB3","HXT7","87.3",124,51083
"TCB3","PHO84","87.3",149,25310
"TCB3","IST2","87.3",136,23674
"TCB3","RTN1","87.3",542,40842
"TCB3","AGP1","87.3","10.6",20019
"TCM62","ADH4","4.71","73.9",20685
"TDP1","RIM1","1.71",351,20166
"TDP1","TAF2","1.71","8.01",24317
"TDP1","ECM4","1.71","21.9",22968
"TEL1","ARP2",29,171,23560
"TEL1","UFD4",29,"11.6",21778
"TEL1","HEM12",29,"37.3",24115
"TEL1","GPI1",29,126,24203
"TEL1","GAT2",29,65,22312
"TEL1","CRR1",29,285,25438
"TEL1","SFL1",29,"12.4",25197
"TEL1","RPC10",29,494,22283
"TEL2","KRR1","1.28","85.8",25487
"TEL2","CDC40","1.28","5.16",29236
"TEL2","PWP2","1.28","22.5",24979
"TEL2","MMS2","1.28",101,25203
"TEL2","MSH4","1.28",105,33231
"TEL2","PGM2","1.28",289,25730
"TEL2","ADA2","1.28",282,27083
"TEL2","RAD7","1.28","5.6",24873
"TEL2","SUT1","1.28",255,28744
"TEL2","STF2","1.28",191,25662
"TEL2","GPI15","1.28","0.27",24642
"TEL2","SUA5","1.28","13.6",24890
"TEL2","UBC13","1.28","86.0",26199
"TEL2","IDI1","1.28",187,31361
"TEL2","ARP8","1.28","17.3",25004
"TEL2","RHO1","1.28",252,26155
"TEL2","ERR1","1.28","80.4",26638
"TEL2","TPK2","1.28","61.4",27113
"TEL2","MGM1","1.28","22.5",28958
"TEP1","SWI6","1.73","33.6",20279
"TFB1","DBP10","10.4","39.4",20117
"TFB1","ECM4","10.4","21.9",24525
"TFB3","MOH1","12.8","1.06",20416
"TFB3","DBP5","12.8",156,23936
"TFB5","DBP3","17.7",137,21718
"TFB5","HIS2","17.7","13.6",20280
"TFB5","ECM4","17.7","21.9",21962
"TFC6","CAT2","3.47","70.6",20778
"TFC7","UBP6","13.2",126,23548
"TFC7","MAG1","13.2","4.23",20081
"TFC7","NTA1","13.2","13.5",22771
"TFC7","HSP10","13.2",1208,27392
"TFC7","RPT1","13.2",131,23757
"TFC7","RPT2","13.2",123,25480
"TFC7","RPT5","13.2",205,21653
"TFC7","UMP1","13.2","3.28",21260
"TFC7","SUT1","13.2",255,25069
"TFC7","ADH4","13.2","73.9",20479
"TFC7","CRC1","13.2","12.1",22457
"TFC7","CYB5","13.2","70.0",22879
"TFC7","GPI17","13.2","26.0",24535
"TFC7","YAP1","13.2","35.0",23499
"TFC7","KEX1","13.2","21.9",20693
"TFC7","MNN11","13.2","44.6",24206
"TFC7","IDI1","13.2",187,35637
"TFC7","OST5","13.2","11.5",25972
"TFC7","YBL029C-A","13.2","39.5",22941
"TFC7","PPG1","13.2","4.09",20580
"TFC7","RIM13","13.2",386,26702
"TFC7","URA8","13.2","60.9",21934
"TFC7","NUP1","13.2","86.7",20050
"TFC7","YHR078W","13.2",109,24136
"TFC7","CYS4","13.2",734,20460
"TFC7","UBA1","13.2",284,31210
"TFG2","SIP5","45.6","15.2",33439
"TFG2","UBC13","45.6","86.0",79414
"TFG2","RNR2","45.6",352,31368
"TGL1","YIM1","23.4","40.7",31559
"TGL1","ACF2","23.4","7.4",57887
"TGL1","YJU3","23.4","42.4",21235
"TGL1","SNA3","23.4","63.8",87568
"TGL1","AYR1","23.4","92.3",44400
"TGL1","ERG7","23.4","11.2",29167
"TGL1","TGL1","23.4","23.4",65490
"TGL1","RER2","23.4","9.4",27230
"TGL1","KES1","23.4",232,22995
"TGL1","FAT1","23.4","18.6",51450
"TGL1","GLN1","23.4",430,20540
"TGL4","ACF2","6.78","7.4",27786
"TGL4","PPZ1","6.78","47.0",20909
"TGL4","OST1","6.78","52.8",46306
"TGL5","TGL5","4.15","4.15",23085
"THI13","SSS1",818,184,20249
"THI13","SPP382",818,"0.88",20374
"THI13","TAF2",818,"8.01",20971
"THI22","RIX7",545,"30.2",21161
"THI22","NTF2",545,486,20401
"THI22","GGC1",545,188,20952
"THI22","ALG5",545,"7.13",21371
"THI22","TAF2",545,"8.01",21183
"THI22","MGM1",545,"22.5",23800
"THI80","MNT2","19.3",343,22327
"THI80","YHR078W","19.3",109,20528
"THO1","THO1",315,315,119759
"THO1","DBP2",315,271,29113
"THP1","YHR078W",119,109,20896
"THP1","ECM4",119,"21.9",23121
"TIF4632","PUB1","73.2",319,23997
"TIF4632","DED1","73.2",399,23521
"TIF4632","GFD1","73.2","41.8",31168
"TIF4632","YGR054W","73.2",165,21995
"TIF6","YVH1",136,"32.3",38254
"TIF6","BRX1",136,117,34982
"TIF6","NMD3",136,"82.6",66340
"TIF6","LSG1",136,"63.6",56644
"TIF6","BUD20",136,"78.8",20097
"TIF6","SQT1",136,"50.5",25189
"TIF6","NOG2",136,"89.0",43799
"TIF6","MBF1",136,1007,20253
"TIM11","STU2",254,"15.7",20819
"TIM11","TAF2",254,"8.01",23722
"TIM13","UBP6",268,126,21859
"TIM13","KRE9",268,"36.2",20262
"TIM13","YHR078W",268,109,21085
"TIM13","LSM1",268,1066,26065
"TIM13","MGM1",268,"22.5",24492
"TIP1","TAF2","1.5","8.01",22956
"TIP41","SAP155","16.4","17.1",38037
"TIP41","BCY1","16.4",149,25517
"TIP41","RNR2","16.4",352,23769
"TKL2","ADE17","81.0",351,22081
"TKL2","HSP12","81.0",1942,30430
"TOA2","UBP5","55.8","1.73",20003
"TOA2","GYP1","55.8","8.31",20146
"TOA2","MPD2","55.8","45.2",20305
"TOF2","YHR078W","18.9",109,21224
"TOM1","UBP6","11.0",126,22360
"TOM1","ALG5","11.0","7.13",20101
"TOM1","IDI1","11.0",187,21548
"TOM1","YHR078W","11.0",109,23169
"TOM1","LSM1","11.0",1066,20597
"TOM1","MGM1","11.0","22.5",23327
"TOM70","OAC1",177,"77.5",36547
"TOM70","ALO1",177,104,55784
"TOP1","DBP10","42.5","39.4",20918
"TOP1","STU2","42.5","15.7",20269
"TOP2","URA4","37.1",110,41794
"TOS4","RLM1","1.63","19.5",20902
"TPC1","FUN19",639,"4.38",20937
"TPC1","ASI1",639,569,20936
"TPC1","PEX29",639,"19.4",22800
"TPC1","MSH2",639,"13.7",23344
"TPC1","GPI15",639,"0.27",20430
"TPC1","HMG2",639,"14.2",20134
"TPC1","IDI1",639,187,20575
"TPC1","YHR078W",639,109,25184
"TPC1","LSM1",639,1066,23093
"TPC1","MGM1",639,"22.5",26324
"TPD3","PGM2",106,289,30613
"TPD3","TGL5",106,"4.15",32755
"TPD3","VMA5",106,285,52190
"TPD3","ARF3",106,"35.9",25264
"TPD3","ARO8",106,343,27170
"TPD3","GLN1",106,430,36401
"TPD3","VAS1",106,324,36341
"TPD3","IPP1",106,1633,34107
"TPD3","RNR1",106,120,24592
"TPD3","RNR2",106,352,56136
"TPD3","SAH1",106,1129,26149
"TPD3","UBA1",106,284,22517
"TPK1","BCY1","33.4",149,129491
"TPK1","TPK1","33.4","33.4",25158
"TPK1","RNR2","33.4",352,34196
"TPM2","TPM2",405,405,132716
"TPM2","ARO8",405,343,27008
"TPO1","UFD4","8.4","11.6",37378
"TPO1","HNM1","8.4","19.7",69403
"TPO1","HXT1","8.4","46.7",82593
"TPO1","HXT5","8.4","26.3",53261
"TPO1","MID2","8.4","7.82",52702
"TPO1","MUP1","8.4","16.2",67031
"TPO1","RSA3","8.4","18.6",32898
"TPO1","PDR12","8.4","14.2",148063
"TPO1","PDR5","8.4","87.1",71831
"TPO1","MSC3","8.4","40.5",54830
"TPO1","SFK1","8.4","7.29",66557
"TPO1","TPO2","8.4","30.3",51046
"TPO1","TPO3","8.4","25.7",72945
"TPO1","SNQ2","8.4","26.3",47202
"TPO1","TPO1","8.4","8.4",68612
"TPO1","TCB2","8.4","27.2",27264
"TPO1","TCB3","8.4","87.3",85471
"TPO1","YBL029C-A","8.4","39.5",36321
"TPO1","YLR326W","8.4","12.2",39144
"TPO1","RFS1","8.4",125,28789
"TPO1","FMP45","8.4","29.3",40288
"TPO1","DIP5","8.4","10.7",27790
"TPO1","ENA1","8.4","23.4",21510
"TPO1","ECM4","8.4","21.9",26600
"TPO1","GAP1","8.4","11.9",38092
"TPO1","HXT3","8.4",142,125187
"TPO1","HXT7","8.4",124,142724
"TPO1","IST2","8.4",136,109608
"TPO1","AGP1","8.4","10.6",78222
"TPO1","CRP1","8.4",278,133549
"TPO1","SPF1","8.4",108,70990
"TPO2","HNM1","30.3","19.7",37313
"TPO2","HXT1","30.3","46.7",35185
"TPO2","HXT5","30.3","26.3",32303
"TPO2","MID2","30.3","7.82",35359
"TPO2","MUP1","30.3","16.2",45067
"TPO2","PDR12","30.3","14.2",61908
"TPO2","PDR5","30.3","87.1",27841
"TPO2","PHO88","30.3",404,29747
"TPO2","SFK1","30.3","7.29",29033
"TPO2","TPO3","30.3","25.7",26756
"TPO2","SNQ2","30.3","26.3",24952
"TPO2","TPO1","30.3","8.4",22253
"TPO2","TCB3","30.3","87.3",33979
"TPO2","YLR326W","30.3","12.2",20889
"TPO2","RFS1","30.3",125,26578
"TPO2","FMP45","30.3","29.3",29212
"TPO2","GAP1","30.3","11.9",20615
"TPO2","HXT3","30.3",142,51424
"TPO2","HXT7","30.3",124,48836
"TPO2","IST2","30.3",136,43144
"TPO2","AGP1","30.3","10.6",31187
"TPO2","CRP1","30.3",278,37747
"TPO2","SPF1","30.3",108,21285
"TPO4","HNM1","14.4","19.7",35990
"TPO4","MEP1","14.4","1.25",21245
"TPO4","MID2","14.4","7.82",39909
"TPO4","PDR12","14.4","14.2",53667
"TPO4","SFK1","14.4","7.29",27636
"TPO4","PST2","14.4",549,24396
"TPO4","HSP30","14.4","64.3",31626
"TPO4","TPO4","14.4","14.4",22047
"TPO4","TCB3","14.4","87.3",29366
"TPO4","YGL108C","14.4","15.9",20189
"TPO4","GPA2","14.4","23.4",29652
"TPO4","YOR1","14.4","8.37",20142
"TPO4","OSH6","14.4","36.6",23383
"TPO4","FLC1","14.4","6.34",37565
"TPO4","YGR130C","14.4",117,23362
"TPO4","HXT7","14.4",124,22895
"TPO4","IST2","14.4",136,29149
"TPO4","RTN1","14.4",542,26056
"TPO4","AGP1","14.4","10.6",20452
"TPO4","OST1","14.4","52.8",23108
"TPO4","SPF1","14.4",108,21876
"TPP1","SAM50","1.87","13.5",21471
"TPP1","ECM4","1.87","21.9",20008
"TPS3","TPS3","51.0","51.0",112200
"TPS3","ECM4","51.0","21.9",26793
"TRM1","CHO1","65.1","37.3",25265
"TRM2","ECM4","19.2","21.9",27008
"TRM3","SAM50","14.2","13.5",22430
"TRM5","ADE17","32.1",351,20949
"TRM9","RIM1","19.3",351,23838
"TRM9","RPN3","19.3","75.8",23805
"TRM9","YHR078W","19.3",109,27402
"TRM9","SAM50","19.3","13.5",30765
"TRM9","ECM4","19.3","21.9",27502
"TRP2","ARC40",163,"78.7",25381
"TRP2","SEC27",163,151,34148
"TRP2","BNA3",163,"69.6",25174
"TRP2","LYS1",163,135,22625
"TRP2","ARO8",163,343,37307
"TRP2","GLN1",163,430,30164
"TRP2","VAS1",163,324,32112
"TRP2","OYE2",163,647,28362
"TRP2","VMA4",163,907,29231
"TRP2","IPP1",163,1633,31195
"TRP2","CYS4",163,734,23019
"TRP2","RNR1",163,120,23959
"TRP2","RNR2",163,352,36632
"TRP2","MET13",163,"27.3",20647
"TRP2","UBA1",163,284,23358
"TRP3","TAF2",103,"8.01",22355
"TRP4","ARC40","37.2","78.7",25478
"TRP4","SEC27","37.2",151,22168
"TRP4","ALO1","37.2",104,22241
"TRP4","ATS1","37.2","1.23",28819
"TRP4","DBP5","37.2",156,20518
"TRP4","ARO8","37.2",343,38810
"TRP4","GLN1","37.2",430,55574
"TRP4","VAS1","37.2",324,26314
"TRP4","OYE2","37.2",647,30768
"TRP4","VMA4","37.2",907,29202
"TRP4","IPP1","37.2",1633,34651
"TRP4","CAR2","37.2",308,23221
"TRP4","CYS4","37.2",734,20110
"TRP4","RNR1","37.2",120,30869
"TRP4","RNR2","37.2",352,42187
"TRP4","IST2","37.2",136,29183
"TRR2","ACF2",146,"7.4",24141
"TRR2","RPN3",146,"75.8",20172
"TRS20","UBP6","4.34",126,22175
"TRS20","CDC40","4.34","5.16",22817
"TRS20","GYL1","4.34","16.1",21937
"TRS20","ATS1","4.34","1.23",23822
"TRS20","MSH4","4.34",105,21218
"TRS20","GGC1","4.34",188,21405
"TRS20","IDI1","4.34",187,24347
"TRS20","SPC2","4.34","36.4",21340
"TRS20","STE14","4.34",754,21825
"TRS20","YHR078W","4.34",109,27502
"TRS20","LSM1","4.34",1066,25562
"TRS23","KRE9","14.5","36.2",21022
"TRS23","ECM4","14.5","21.9",22117
"TRX3","RPN6",143,117,21042
"TRX3","VPS64",143,"4.0",20796
"TRX3","ECM5",143,27,21813
"TRX3","TAF2",143,"8.01",23073
"TRX3","SAM50",143,"13.5",29311
"TRX3","DBP5",143,156,29100
"TSA2","YJR085C",121,"93.5",30488
"TSA2","RNR2",121,352,20500
"TSC10","ALO1","12.5",104,22100
"TSC10","SNA3","12.5","63.8",34013
"TSC10","FAT1","12.5","18.6",20502
"TSC11","SRO7","1.08","6.71",24361
"TSC11","MSH4","1.08",105,20646
"TSC11","YHR078W","1.08",109,22689
"TSC11","LSM1","1.08",1066,20245
"TSC3","AGP1","35.1","10.6",23607
"TSR2","PSA1","30.7",1122,29021
"TUP1","CYC8","89.4","95.0",29219
"TUP1","SOR2","89.4","0.13",23528
"TUP1","TAF2","89.4","8.01",25189
"TUP1","ECM4","89.4","21.9",20888
"TUS1","MBP1",817,"8.08",22436
"TVP15","SEC27","17.1",151,41278
"TVP15","SFT2","17.1","24.8",49435
"TVP15","CHS5","17.1","90.9",22215
"TVP15","YCR043C","17.1","15.1",39767
